Study Site,Source,Period Start,Period End,Probable Period,Weight (g),Reference
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Te Ahumata,,,,2,Kneebone (2016)
Maungataketake,Whangamata,,,,0.9,Kneebone (2016)
Maungataketake,Whangamata,,,,0.9,Kneebone (2016)
Maungataketake,Whangamata,,,,0.9,Kneebone (2016)
Maungataketake,Whangamata,,,,0.9,Kneebone (2016)
Pig Bay,Cooks Beach,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Cooks Beach,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Hahei,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Hahei,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Hahei,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Hahei,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Hahei,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Whangamata,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Whangamata,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Whangamata,1325,1600,Early,,Cruickshank (2011)
Pig Bay,Whangamata,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Cooks Beach,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Cooks Beach,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Cooks Beach,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Cooks Beach,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Fanal Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Fanal Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Hahei,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Huruiki,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Maketu,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
Ponui Island,Mayor Island,1325,1600,Early,,Cruickshank (2011)
